From       To         Volume          Cost      
0          1          0.0             0.0       
1          0          0.0             0.0       
0          13         0.0             0.0       
13         0          0.0             0.0       
1          2          0.0             0.0       
2          1          0.0             0.0       
1          14         0.0             0.0       
14         1          0.0             0.0       
2          3          0.0             0.0       
3          2          0.0             0.0       
2          15         0.0             0.0       
15         2          0.0             0.0       
3          4          0.0             0.0       
4          3          0.0             0.0       
3          16         0.0             0.0       
16         3          0.0             0.0       
4          5          0.0             0.0       
5          4          0.0             0.0       
4          17         0.0             0.0       
17         4          0.0             0.0       
5          6          0.0             0.0       
6          5          0.0             0.0       
5          18         0.0             0.0       
18         5          0.0             0.0       
6          7          0.0             0.0       
7          6          0.0             0.0       
6          19         0.0             0.0       
19         6          0.0             0.0       
7          8          0.0             0.0       
8          7          0.0             0.0       
7          20         0.0             0.0       
20         7          0.0             0.0       
8          9          0.0             0.0       
9          8          0.0             0.0       
8          21         0.0             0.0       
21         8          0.0             0.0       
9          10         0.0             0.0       
10         9          0.0             0.0       
9          22         0.0             0.0       
22         9          0.0             0.0       
10         11         0.0             0.0       
11         10         0.0             0.0       
10         23         0.0             0.0       
23         10         0.0             0.0       
11         12         0.0             0.0       
12         11         0.0             0.0       
11         24         0.0             0.0       
24         11         0.0             0.0       
12         25         0.0             0.0       
25         12         0.0             0.0       
13         14         0.0             0.0       
14         13         0.0             0.0       
13         26         0.0             0.0       
26         13         0.0             0.0       
14         15         0.0             0.0       
15         14         0.0             0.0       
14         27         0.0             0.0       
27         14         0.0             0.0       
15         16         0.0             0.0       
16         15         0.0             0.0       
15         28         0.0             0.0       
28         15         0.0             0.0       
16         17         0.0             0.0       
17         16         0.0             0.0       
16         29         0.0             0.0       
29         16         0.0             0.0       
17         18         0.0             0.0       
18         17         0.0             0.0       
17         30         0.0             0.0       
30         17         0.0             0.0       
18         19         0.0             0.0       
19         18         0.0             0.0       
18         31         0.0             0.0       
31         18         0.0             0.0       
19         20         0.0             0.0       
20         19         0.0             0.0       
19         32         0.0             0.0       
32         19         0.0             0.0       
20         21         0.0             0.0       
21         20         0.0             0.0       
20         33         0.0             0.0       
33         20         0.0             0.0       
21         22         0.0             0.0       
22         21         0.0             0.0       
21         34         0.0             0.0       
34         21         0.0             0.0       
22         23         0.0             0.0       
23         22         0.0             0.0       
22         35         0.0             0.0       
35         22         0.0             0.0       
23         24         0.0             0.0       
24         23         0.0             0.0       
23         36         0.0             0.0       
36         23         0.0             0.0       
24         25         0.0             0.0       
25         24         0.0             0.0       
24         37         0.0             0.0       
37         24         0.0             0.0       
25         38         0.0             0.0       
38         25         0.0             0.0       
26         27         0.0             0.0       
27         26         0.0             0.0       
26         39         0.0             0.0       
39         26         0.0             0.0       
27         28         0.0             0.0       
28         27         0.0             0.0       
27         40         0.0             0.0       
40         27         0.0             0.0       
28         29         0.0             0.0       
29         28         0.0             0.0       
28         41         0.0             0.0       
41         28         0.0             0.0       
29         30         0.0             0.0       
30         29         0.0             0.0       
29         42         0.0             0.0       
42         29         0.0             0.0       
30         31         0.0             0.0       
31         30         0.0             0.0       
30         43         0.0             0.0       
43         30         0.0             0.0       
31         32         0.0             0.0       
32         31         0.0             0.0       
31         44         0.0             0.0       
44         31         0.0             0.0       
32         33         0.0             0.0       
33         32         0.0             0.0       
32         45         0.0             0.0       
45         32         0.0             0.0       
33         34         0.0             0.0       
34         33         0.0             0.0       
33         46         0.0             0.0       
46         33         0.0             0.0       
34         35         0.0             0.0       
35         34         0.0             0.0       
34         47         0.0             0.0       
47         34         0.0             0.0       
35         36         0.0             0.0       
36         35         0.0             0.0       
35         48         0.0             0.0       
48         35         0.0             0.0       
36         37         0.0             0.0       
37         36         0.0             0.0       
36         49         0.0             0.0       
49         36         0.0             0.0       
37         38         0.0             0.0       
38         37         0.0             0.0       
37         50         0.0             0.0       
50         37         0.0             0.0       
38         51         0.0             0.0       
51         38         0.0             0.0       
39         40         0.0             0.0       
40         39         0.0             0.0       
39         52         0.0             0.0       
52         39         0.0             0.0       
40         41         0.0             0.0       
41         40         0.0             0.0       
40         53         0.0             0.0       
53         40         0.0             0.0       
41         42         0.0             0.0       
42         41         0.0             0.0       
41         54         0.0             0.0       
54         41         0.0             0.0       
42         43         0.0             0.0       
43         42         0.0             0.0       
42         55         0.0             0.0       
55         42         0.0             0.0       
43         44         0.0             0.0       
44         43         0.0             0.0       
43         56         0.0             0.0       
56         43         0.0             0.0       
44         45         0.0             0.0       
45         44         0.0             0.0       
44         57         0.0             0.0       
57         44         0.0             0.0       
45         46         0.0             0.0       
46         45         0.0             0.0       
45         58         0.0             0.0       
58         45         0.0             0.0       
46         47         0.0             0.0       
47         46         0.0             0.0       
46         59         0.0             0.0       
59         46         0.0             0.0       
47         48         0.0             0.0       
48         47         0.0             0.0       
47         60         0.0             0.0       
60         47         0.0             0.0       
48         49         0.0             0.0       
49         48         0.0             0.0       
48         61         0.0             0.0       
61         48         0.0             0.0       
49         50         0.0             0.0       
50         49         0.0             0.0       
49         62         0.0             0.0       
62         49         0.0             0.0       
50         51         0.0             0.0       
51         50         0.0             0.0       
50         63         0.0             0.0       
63         50         0.0             0.0       
51         64         0.0             0.0       
64         51         0.0             0.0       
52         53         0.0             0.0       
53         52         0.0             0.0       
52         65         0.0             0.0       
65         52         0.0             0.0       
53         54         0.0             0.0       
54         53         0.0             0.0       
53         66         0.0             0.0       
66         53         0.0             0.0       
54         55         0.0             0.0       
55         54         0.0             0.0       
54         67         0.0             0.0       
67         54         0.0             0.0       
